,ID,SleeveLength,LowerClothingLength,Hat,WaistAccessories,Neckline,Cardigan,CoveringNavel,UpperF,LowerF,OuterF,UpperP,LowerP,OuterP,Gender
1483,00004865-01,1,4,0,3,2,1,1,1,1,7,1,3,7,0
1484,00004905-01,0,4,0,3,2,1,1,1,1,7,3,3,7,0
1485,00004924-01,1,3,1,3,2,1,1,1,1,7,1,3,7,0
1486,00004966-01,1,4,0,2,2,1,1,1,1,7,1,3,7,0
1487,00004983-01,0,4,0,3,6,1,1,1,1,7,3,3,7,0
1488,00004987-01,0,4,0,3,2,1,1,1,1,7,1,3,7,0
1489,00004989-01,1,4,0,3,6,1,1,1,0,7,6,3,7,0
1490,00005013-01,1,4,0,3,2,1,1,1,0,7,3,3,7,0
1491,00005013-02,1,4,0,3,2,1,1,1,0,7,3,3,7,0
1492,00005038-04,1,4,0,3,6,1,1,1,0,7,3,3,7,0
1493,00005038-05,1,4,0,3,6,1,1,1,2,7,3,3,7,0
1494,00005038-06,1,4,0,3,2,1,1,1,0,7,3,3,7,0
1495,00005055-01,0,4,0,3,2,1,1,1,1,7,3,3,7,0
1496,00005056-01,1,1,0,3,2,1,1,1,1,7,1,3,7,0
1497,00005062-01,1,4,1,3,2,1,1,1,1,7,1,1,7,0
1498,00005095-01,1,4,0,3,2,1,1,1,1,7,6,3,7,0
1499,00005136-01,0,4,2,3,2,1,1,1,1,7,3,3,7,0
1500,00005141-01,1,4,0,3,2,1,1,1,1,7,1,3,7,0
1501,00005152-05,1,4,0,3,0,1,1,1,1,7,3,3,7,0
1502,00005152-06,1,4,0,3,0,1,1,1,1,7,3,3,7,0
1503,00005152-08,1,4,0,3,0,1,1,1,1,7,3,3,7,0
1504,00005152-10,1,4,0,3,0,1,1,1,1,7,3,3,7,0
1505,00005160-01,0,4,0,3,2,1,1,1,1,7,3,3,7,0
1506,00005160-02,0,4,0,3,6,1,1,1,1,7,3,3,7,0
1507,00005160-08,0,4,0,3,2,1,1,1,1,7,3,3,7,0
1508,00005160-09,0,4,0,3,2,1,1,1,1,7,3,3,7,0
1509,00005160-10,0,4,0,3,2,1,1,1,1,7,3,3,7,0
1510,00005160-11,0,4,0,3,2,1,1,1,1,7,3,3,7,0
1511,00005160-12,0,4,0,3,2,1,1,1,1,7,3,3,7,0
1512,00005160-13,0,4,0,3,2,1,1,1,1,7,3,3,7,0
1513,00005160-14,0,4,1,3,2,1,1,1,1,7,3,3,7,0
1514,00005160-15,0,4,1,3,2,1,1,1,1,7,3,3,7,0
1515,00005188-01,0,4,2,3,2,1,1,1,1,7,3,3,7,0
1516,00005207-01,1,4,2,3,2,1,1,1,0,7,3,3,7,0
1517,00005207-02,1,4,2,3,2,1,1,1,0,7,3,3,7,0
1518,00005261-01,0,4,0,3,2,1,1,1,1,7,6,3,7,0
1519,00005280-01,1,4,0,3,2,1,1,1,0,7,1,3,7,0
1520,00005307-01,1,4,0,3,2,1,1,1,1,7,1,3,7,0
1521,00005349-02,3,4,0,3,4,1,1,1,1,7,3,3,7,0
1522,00005349-03,3,4,0,3,4,1,1,1,1,7,3,3,7,0
1523,00005358-04,1,4,0,3,0,1,1,1,1,7,2,3,7,0
1524,00005358-05,1,4,0,3,0,1,1,1,1,7,2,3,7,0
1525,00005396-01,0,4,0,3,2,1,1,1,1,7,1,3,7,0
1526,00005403-01,1,4,2,3,2,1,1,1,0,7,1,3,7,0
1527,00005455-01,3,4,0,3,2,1,1,1,1,7,3,3,7,0
1528,00005458-01,1,4,1,3,0,1,1,1,1,7,1,3,7,0
1529,00005513-01,1,4,0,3,2,1,1,1,0,7,1,3,7,0
1530,00005529-01,0,4,0,3,2,1,1,1,0,7,1,3,7,0
1531,00005529-02,0,4,0,3,6,1,1,1,1,7,1,3,7,0
1532,00005569-01,1,4,0,3,2,1,1,1,1,7,3,3,7,0
1533,00005569-02,1,4,0,3,2,1,1,1,1,7,3,3,7,0
1534,00005590-02,1,4,0,3,6,1,1,1,1,7,6,3,7,0
1535,00005605-01,1,4,0,3,2,1,1,1,1,7,1,1,7,0
1536,00005641-01,0,4,0,3,2,1,1,1,1,7,1,3,7,0
1537,00005703-01,1,3,0,3,2,1,1,1,0,7,1,3,7,0
1538,00005751-01,0,4,0,3,2,1,1,1,1,7,0,3,7,0
1539,00005770-01,1,4,0,3,2,1,1,1,1,7,1,1,7,0
1540,00005797-01,0,4,2,3,2,1,1,1,0,7,3,3,7,0
1541,00005834-07,1,4,0,3,2,1,1,1,1,7,2,3,7,0
1542,00005834-08,1,4,0,3,2,1,1,1,1,7,2,3,7,0
1543,00005834-09,1,4,0,3,2,1,1,1,1,7,2,3,7,0
1544,00005834-10,1,4,0,3,2,1,1,1,1,7,2,3,7,0
1545,00005858-08,1,4,0,3,2,1,1,1,0,7,2,3,7,0
1546,00005858-11,1,4,0,3,2,1,1,1,0,7,2,3,7,0
1547,00005858-12,1,4,0,3,2,1,1,1,0,7,2,3,7,0
1548,00005858-13,1,4,0,3,2,1,1,1,1,7,2,3,7,0
1549,00005882-01,0,4,0,3,2,1,1,1,1,7,6,3,7,0
1550,00005882-02,0,4,0,3,2,1,1,1,1,7,6,3,7,0
1551,00005931-01,1,4,0,3,2,1,1,1,1,7,6,3,7,0
1552,00005931-03,1,4,0,3,2,1,1,1,1,7,6,3,7,0
1553,00005939-01,0,4,0,3,2,1,1,1,0,7,1,5,7,0
1554,00005955-06,0,4,0,3,2,1,1,1,1,7,3,3,7,0
1555,00005955-07,0,4,0,3,2,1,1,1,1,7,3,3,7,0
1556,00005955-08,0,4,0,3,2,1,1,1,1,7,3,3,7,0
1557,00005955-10,0,4,0,3,2,1,1,1,1,7,3,3,7,0
1558,00005955-11,0,4,0,3,2,1,1,1,1,7,3,3,7,0
1559,00005955-12,0,4,0,3,6,1,1,1,1,7,3,3,7,0
1560,00005955-13,0,4,0,3,2,1,1,1,1,7,3,3,7,0
1561,00005955-14,0,4,0,3,2,1,1,1,1,7,3,3,7,0
1562,00005955-15,0,4,0,3,2,1,1,1,1,7,3,3,7,0
1563,00005963-01,3,4,0,3,2,1,1,1,1,7,2,3,7,0
1564,00005971-01,3,4,0,3,3,1,1,1,1,7,3,3,7,0
1565,00005982-01,1,4,1,3,2,1,1,1,1,7,1,3,7,0
1566,00005994-01,1,4,0,3,2,1,1,1,1,7,1,3,7,0
1567,00006029-01,0,4,0,3,2,1,1,1,0,7,1,3,7,0
1568,00006030-01,0,4,1,3,2,1,1,1,1,7,1,3,7,0
1569,00006075-01,1,4,0,3,2,1,1,1,0,7,1,3,7,0
1570,00006077-01,1,1,0,3,2,1,1,1,0,7,1,3,7,0
1571,00006116-01,1,4,0,3,6,1,1,1,0,7,1,3,7,0
1572,00006131-01,1,4,0,3,2,1,1,1,0,7,6,3,7,0
1573,00006132-01,1,4,1,3,2,1,1,1,1,7,1,3,7,0
1574,00006158-01,1,4,0,3,2,1,1,1,1,7,1,3,7,0
1575,00006167-01,1,4,0,3,2,1,1,1,1,7,1,3,7,0
1576,00006208-05,0,4,1,3,2,1,1,1,1,7,3,3,7,0
1577,00006208-06,0,4,0,3,2,1,1,1,0,7,3,3,7,0
1578,00006208-07,0,4,1,3,2,1,1,1,1,7,3,3,7,0
1579,00006208-08,0,4,0,3,2,1,1,1,1,7,3,3,7,0
1580,00006208-09,0,4,1,3,2,1,1,1,0,7,3,3,7,0
1581,00006237-01,1,4,0,3,2,1,1,1,0,7,1,3,7,0
1582,00006243-01,1,4,0,3,2,1,1,1,0,7,5,3,7,0
1583,00006287-01,0,4,0,3,2,1,1,1,0,7,1,3,7,0
1584,00006325-01,1,4,0,3,2,1,1,1,1,7,1,3,7,0
1585,00006325-02,1,4,1,3,2,1,1,1,1,7,1,1,7,0
1586,00006329-01,1,4,0,3,2,1,1,1,1,7,1,3,7,0
1587,00006343-01,1,4,0,3,0,1,1,1,1,7,1,1,7,0
1588,00006357-01,1,4,0,3,2,1,1,1,0,7,4,3,7,0
1589,00006383-02,1,4,0,3,2,1,1,1,1,7,0,3,7,0
1590,00006400-02,1,4,1,3,2,1,1,1,1,7,1,3,7,0
1591,00006424-04,1,4,0,3,2,1,1,1,1,7,6,3,7,0
1592,00006424-05,1,4,0,3,2,1,1,1,1,7,6,3,7,0
1593,00006477-01,3,4,0,3,2,1,1,1,1,7,3,3,7,0
1594,00006477-02,3,4,0,3,2,1,1,1,0,7,3,3,7,0
1595,00006477-05,3,4,0,3,2,1,1,1,0,7,3,3,7,0
1596,00006532-06,0,4,0,3,2,1,1,1,1,7,3,3,7,0
1597,00006532-07,0,4,0,3,2,1,1,1,1,7,3,3,7,0
1598,00006532-08,0,4,0,3,2,1,1,1,0,7,3,3,7,0
1599,00006585-01,1,4,0,3,2,1,1,1,0,7,3,3,7,0
1600,00006585-02,1,4,1,3,2,1,1,1,0,7,3,3,7,0
1601,00006585-04,1,4,0,3,2,1,1,1,0,7,3,3,7,0
1602,00006585-06,1,4,0,3,2,1,1,1,0,7,3,3,7,0
1603,00006586-01,1,4,0,3,2,1,1,1,0,7,3,3,7,0
1604,00006621-01,1,4,0,3,4,1,1,1,1,7,3,3,7,0
1605,00006628-01,1,4,0,3,2,1,1,1,1,7,1,3,7,0
1606,00006634-02,0,4,0,3,2,1,1,1,1,7,1,3,7,0
1607,00006756-01,0,4,0,3,6,1,1,1,0,7,3,3,7,0
1608,00006787-01,1,4,0,3,0,1,1,1,1,7,3,3,7,0
1609,00006820-04,0,4,0,3,2,1,1,1,1,7,1,3,7,0
1610,00006820-05,0,4,0,3,2,1,1,1,1,7,1,3,7,0
1611,00006820-06,0,4,0,3,2,1,1,1,1,7,1,3,7,0
1612,00006864-01,3,4,0,3,2,1,1,1,0,7,3,3,7,0
1613,00006930-01,0,4,0,3,2,1,1,1,1,7,6,3,7,0
1614,00006972-01,1,4,0,3,0,1,1,1,0,7,3,3,7,0
1615,00007029-01,0,4,0,3,2,1,1,1,0,7,1,3,7,0
1616,00007063-01,0,1,0,3,2,1,1,1,1,7,1,3,7,0
1617,00007073-01,1,4,0,3,2,1,1,1,1,7,3,3,7,0
1618,00007073-02,1,4,0,3,2,1,1,1,1,7,3,3,7,0
1619,00007073-07,1,4,0,3,2,1,1,1,1,7,3,3,7,0
1620,00007073-08,1,4,0,3,2,1,1,1,1,7,3,3,7,0
1621,00007073-09,1,4,0,3,2,1,1,1,1,7,3,3,7,0
1622,00007073-10,1,4,0,3,2,1,1,1,1,7,3,3,7,0
1623,00007075-01,1,4,0,3,2,1,1,1,0,7,1,3,7,0
1624,00007104-01,1,3,1,3,2,1,1,1,1,7,3,1,7,0
1625,00007104-02,1,3,1,3,2,1,1,1,1,7,3,1,7,0
1626,00007125-01,1,4,1,3,0,1,1,1,1,7,3,3,7,0
1627,00007125-03,1,4,1,3,0,1,1,1,1,7,3,3,7,0
1628,00007125-04,1,4,1,3,0,1,1,1,1,7,3,3,7,0
1629,00007165-01,1,4,0,3,2,1,1,1,1,7,1,3,7,0
1630,00007171-01,3,4,0,3,2,1,1,1,1,7,1,1,7,0
1631,00007209-01,1,4,0,3,2,1,1,1,1,7,3,3,7,0
1632,00007224-01,1,4,2,3,2,1,1,1,1,7,3,3,7,0
1633,00007224-02,1,4,2,3,2,1,1,1,1,7,3,3,7,0
1634,00007224-03,1,4,0,3,2,1,1,1,0,7,3,3,7,0
1635,00007224-04,1,4,2,3,2,1,1,1,0,7,3,3,7,0
1636,00007224-06,1,4,2,3,2,1,1,1,0,7,3,3,7,0
1637,00007224-07,1,4,2,3,2,1,1,1,0,7,3,3,7,0
1638,00007224-09,1,4,0,3,2,1,1,1,1,7,3,3,7,0
1639,00007224-10,1,4,0,3,2,1,1,1,0,7,3,3,7,0
1640,00007224-11,1,4,0,3,2,1,1,1,1,7,3,3,7,0
1641,00007224-12,1,4,0,3,2,1,1,1,1,7,3,3,7,0
1642,00007224-15,1,4,0,3,2,1,1,1,0,7,3,3,7,0
1643,00007224-21,1,4,0,3,2,1,1,1,0,7,3,3,7,0
1644,00007224-22,1,4,0,3,2,1,1,1,0,7,3,3,7,0
1645,00007224-23,1,4,0,3,2,1,1,1,0,7,3,3,7,0
1646,00007234-02,0,4,0,3,2,1,1,1,1,7,3,3,7,0
1647,00007280-01,2,4,0,3,2,1,1,1,1,7,1,3,7,0
1648,00007301-01,1,4,0,3,2,1,1,1,1,7,3,3,7,0
1649,00007301-02,1,4,0,3,2,1,1,1,1,7,3,3,7,0
1650,00007301-03,1,4,0,3,2,1,1,1,1,7,3,3,7,0
1651,00007301-04,1,4,0,3,2,1,1,1,1,7,3,3,7,0
1652,00007301-05,1,4,0,3,2,1,1,1,1,7,3,3,7,0
1653,00007301-09,1,4,0,3,2,1,1,1,1,7,3,3,7,0
1654,00007301-10,1,3,0,3,2,1,1,1,1,7,3,3,7,0
1655,00007301-11,1,4,0,3,2,1,1,1,1,7,3,3,7,0
1656,00007301-12,1,4,0,3,2,1,1,1,0,7,3,3,7,0
1657,00007319-03,3,4,0,3,2,1,1,1,0,7,3,3,7,0
1658,00007361-01,0,4,0,3,6,1,1,1,1,7,1,3,7,0
1659,00007365-01,1,4,0,3,2,1,1,1,0,7,4,3,7,0
1660,00007396-01,1,1,0,3,2,1,1,1,0,7,3,3,7,0
1661,00007404-01,1,4,0,3,2,1,1,1,1,7,1,3,7,0
1662,00007414-01,1,4,0,3,2,1,1,1,1,7,2,3,7,0
1663,00007446-01,1,4,0,3,2,1,1,1,0,7,6,3,7,0
1664,00007466-01,2,4,0,3,0,1,1,1,1,7,3,3,7,0
1665,00007466-02,2,4,0,3,0,1,1,1,1,7,3,3,7,0
1666,00007466-03,3,4,1,3,6,2,2,1,1,7,3,3,7,0
1667,00007466-05,2,4,1,3,0,1,1,1,1,7,3,3,7,0
1668,00007466-08,3,4,0,3,2,1,1,1,1,7,3,3,7,0
1669,00007466-09,3,4,0,3,2,1,1,1,1,7,3,3,7,0
1670,00007466-11,3,4,0,3,2,1,1,1,1,7,3,3,7,0
1671,00007466-12,3,4,0,3,2,1,1,1,0,7,3,3,7,0
1672,00007492-01,1,4,0,3,2,1,1,1,1,7,2,3,7,0
1673,00007492-05,1,4,0,3,2,1,1,1,0,7,2,3,7,0
1674,00007492-06,1,4,0,3,2,1,1,1,1,7,2,3,7,0
1675,00007494-01,0,4,0,3,2,1,1,1,1,7,1,3,7,0
1676,00007553-04,1,4,0,3,2,1,1,1,1,7,6,3,7,0
1677,00007553-05,1,4,0,3,2,1,1,1,1,7,6,3,7,0
1678,00007553-06,1,4,0,3,2,1,1,1,1,7,6,3,7,0
1679,00007563-01,1,4,1,3,2,1,1,1,2,7,1,3,7,0
1680,00007600-01,1,4,0,3,2,1,1,1,1,7,1,3,7,0
1681,00007643-01,1,4,0,3,2,1,1,1,1,7,1,1,7,0
1682,00007653-01,1,4,1,3,2,1,1,1,0,7,1,3,7,0
1683,00007653-02,1,4,1,3,2,1,1,1,0,7,1,3,7,0
1684,00007676-01,1,4,0,3,2,1,1,1,1,7,6,3,7,0
1685,00007718-01,1,4,1,3,2,1,1,1,2,7,1,3,7,0
1686,00007723-01,3,4,1,3,2,1,1,1,0,7,3,3,7,0
1687,00007723-02,3,4,0,3,2,1,1,1,1,7,3,3,7,0
1688,00007723-03,3,4,1,3,2,1,1,1,1,7,3,3,7,0
1689,00007723-06,3,4,0,3,2,1,1,1,0,7,3,3,7,0
1690,00007723-10,3,4,1,3,2,1,1,1,1,7,3,3,7,0
1691,00007723-11,3,4,1,3,2,1,1,1,1,7,3,3,7,0
1692,00007723-12,3,4,1,3,2,1,1,1,0,7,3,3,7,0
1693,00007748-01,0,4,0,3,2,1,1,1,1,7,1,3,7,0
1694,00007764-01,1,4,0,3,2,1,1,1,2,7,1,3,7,0
1695,00007770-01,0,4,0,3,2,1,1,1,1,7,3,3,7,0
1696,00007770-02,0,4,0,3,2,1,1,1,1,7,3,3,7,0
1697,00007770-08,0,4,0,3,2,1,1,1,1,7,3,3,7,0
1698,00007805-01,1,4,0,3,2,1,1,1,0,7,3,3,7,0
1699,00007822-01,1,4,0,3,2,1,1,1,0,7,6,3,7,0
1700,00007852-01,1,4,1,3,2,1,1,1,1,7,1,1,7,0
1701,00007937-01,0,4,0,3,2,1,1,1,0,7,1,3,7,0
1702,00007942-01,1,4,2,3,2,1,1,1,1,7,3,3,7,0
1703,00007946-01,1,4,0,3,2,1,1,1,1,7,1,3,7,0
1704,00007966-01,1,4,1,3,2,1,1,1,0,7,1,3,7,0
1705,00007967-01,1,4,1,3,2,1,1,1,1,7,1,3,7,0
1706,00007967-02,1,4,1,3,2,1,1,1,1,7,1,3,7,0
1707,00000001-02,3,0,0,3,3,1,1,5,5,7,3,3,7,1
1708,00000004-03,3,4,0,3,2,1,1,5,0,7,1,3,7,1
1709,00000004-05,3,4,0,3,2,1,1,5,0,7,1,3,7,1
1710,00000005-02,3,4,1,3,6,2,1,1,1,1,3,3,1,1
1711,00000015-02,1,0,0,3,2,1,1,1,1,7,1,3,7,1
1712,00000024-04,2,4,0,1,2,1,1,1,0,1,3,3,4,1
1713,00000025-05,0,4,0,3,0,1,1,5,5,7,3,3,7,1
1714,00000028-01,0,4,0,0,5,1,1,1,0,7,1,3,7,1
1715,00000031-02,1,4,0,3,2,1,1,5,1,7,1,3,7,1
1716,00000038-01,2,0,0,3,2,1,1,5,1,7,4,3,7,1
1717,00000040-03,2,0,0,3,0,1,1,5,0,7,1,3,7,1
1718,00000043-01,0,0,0,3,2,1,1,5,0,7,1,3,7,1
1719,00000057-02,2,0,0,3,0,1,1,5,1,7,1,3,7,1
1720,00000057-03,2,0,0,3,2,1,1,5,1,7,1,3,7,1
1721,00000065-02,1,2,0,3,4,1,1,5,5,7,4,4,7,1
1722,00000067-02,0,4,0,0,6,1,1,1,0,7,3,3,7,1
1723,00000072-01,1,0,0,0,2,1,1,1,0,7,1,3,7,1
1724,00000082-03,2,4,0,3,4,1,1,5,1,7,3,3,7,1
1725,00000082-04,2,4,0,3,4,1,1,5,1,7,3,3,7,1
1726,00000090-03,0,4,0,0,6,1,0,1,0,7,1,3,7,1
1727,00000090-04,0,0,0,0,6,1,1,1,0,7,1,3,7,1
1728,00000093-01,2,4,0,3,5,1,1,1,0,7,0,3,7,1
1729,00000104-02,0,4,0,3,2,1,1,5,1,7,1,3,7,1
1730,00000108-03,0,4,0,3,2,1,1,1,2,7,1,3,7,1
1731,00000108-04,0,4,0,3,2,1,1,1,0,7,1,3,7,1
1732,00000110-01,1,4,0,3,0,1,1,1,1,7,1,3,7,1
1733,00000129-01,0,4,0,3,2,1,1,1,0,7,2,3,7,1
1734,00000131-02,2,0,1,3,0,1,1,5,2,7,3,3,7,1
1735,00000132-02,0,0,1,3,5,1,1,5,1,7,3,1,7,1
1736,00000132-03,0,0,1,3,5,1,1,5,1,7,3,3,7,1
1737,00000132-04,0,0,1,3,5,1,1,5,1,7,3,3,7,1
1738,00000132-05,0,0,1,3,5,1,1,5,1,7,3,3,7,1
1739,00000155-01,0,0,0,0,5,1,0,2,1,7,3,3,7,1
1740,00000164-03,0,4,1,3,6,1,1,1,0,7,1,3,7,1
1741,00000165-02,1,4,0,0,6,1,0,1,0,7,1,3,7,1
1742,00000171-01,2,4,0,3,0,1,1,1,0,7,1,3,7,1
1743,00000172-03,0,0,0,3,2,1,1,1,0,7,1,3,7,1
1744,00000179-01,0,4,0,3,2,1,1,1,0,7,0,3,7,1
1745,00000179-02,0,4,0,3,6,1,1,1,0,7,0,3,7,1
1746,00000181-03,3,0,0,0,2,0,0,1,0,5,1,3,3,1
1747,00000183-01,0,1,0,3,2,1,1,1,1,7,2,2,7,1
1748,00000190-02,0,4,0,3,2,1,1,5,0,7,1,3,7,1
1749,00000206-01,2,4,0,3,0,1,1,1,0,7,1,3,7,1
1750,00000207-02,1,4,0,3,3,1,1,5,2,7,0,3,7,1
1751,00000218-01,2,4,0,3,2,1,1,1,0,7,1,3,7,1
1752,00000228-01,3,0,0,0,2,1,0,1,1,7,3,3,7,1
1753,00000230-01,1,0,0,3,6,2,2,1,1,7,1,4,7,1
1754,00000230-02,1,0,1,0,2,1,1,1,1,7,3,4,7,1
1755,00000231-02,0,4,0,3,0,1,1,1,0,7,1,3,7,1
1756,00000232-02,1,4,0,3,2,1,1,5,0,7,1,3,7,1
1757,00000235-03,0,0,0,3,6,2,1,1,0,7,3,3,7,1
1758,00000235-04,0,0,0,3,2,1,1,1,0,7,3,5,7,1
1759,00000237-02,2,2,1,3,6,0,1,5,5,7,1,1,7,1
1760,00000239-02,2,4,0,3,2,1,1,1,0,7,1,3,7,1
1761,00000243-01,3,0,0,0,2,1,1,1,1,7,0,3,7,1
1762,00000255-02,2,4,1,3,4,1,1,5,1,7,3,4,7,1
1763,00000259-02,3,0,0,0,2,0,0,1,0,1,3,3,1,1
1764,00000271-02,0,4,0,0,5,1,1,1,0,7,1,5,7,1
1765,00000272-03,0,4,1,3,3,2,1,1,0,7,1,3,7,1
1766,00000275-02,0,4,0,0,2,1,0,1,0,7,2,3,7,1
1767,00000276-05,3,4,0,0,2,1,0,1,0,7,1,3,7,1
1768,00000276-07,3,4,0,0,2,1,0,1,0,7,1,3,7,1
1769,00000283-02,2,4,0,3,6,2,2,5,1,7,0,3,7,1
1770,00000306-01,3,0,1,3,0,1,1,1,1,7,1,1,7,1
1771,00000307-02,0,4,0,0,2,1,1,5,0,7,1,3,7,1
1772,00000307-03,0,4,0,3,6,2,1,5,0,7,1,3,7,1
1773,00000309-02,0,4,0,3,4,1,1,1,0,7,2,3,7,1
1774,00000311-01,0,1,0,0,5,1,1,1,1,7,0,0,7,1
1775,00000333-01,0,4,0,0,0,1,2,1,0,7,1,5,7,1
1776,00000335-02,0,0,0,3,5,1,1,1,0,7,1,5,7,1
1777,00000350-01,3,4,1,0,6,2,1,1,0,5,1,3,1,1
1778,00000350-02,3,4,0,3,2,0,1,1,1,5,1,1,1,1
1779,00000351-04,0,0,0,0,6,1,0,1,0,7,3,3,7,1
1780,00000351-06,0,0,0,0,6,1,0,1,0,7,3,3,7,1
1781,00000351-07,0,0,0,0,6,1,0,1,0,7,3,3,7,1
1782,00000351-08,0,0,0,0,6,1,0,1,0,7,3,3,7,1
1783,00000354-06,0,0,0,3,0,1,1,5,2,7,3,3,7,1
1784,00000355-01,0,0,0,3,5,2,1,1,0,7,1,3,7,1
1785,00000355-02,0,0,0,3,6,2,2,1,0,7,1,3,7,1
1786,00000364-01,2,4,0,3,2,1,1,1,1,7,3,0,7,1
1787,00000366-02,0,4,0,3,2,1,1,5,2,7,3,3,7,1
1788,00000367-01,3,4,0,3,6,2,1,1,1,7,3,3,7,1
1789,00000369-01,1,0,1,3,2,1,1,1,0,7,1,3,7,1
1790,00000369-02,1,0,0,3,2,1,1,1,0,7,1,3,7,1
1791,00000376-04,1,4,0,0,2,1,0,1,0,7,3,3,7,1
1792,00000376-05,1,4,0,0,2,1,0,1,0,7,3,3,7,1
1793,00000376-06,1,4,0,0,2,1,0,1,0,7,3,3,7,1
1794,00000376-07,1,4,0,0,2,1,0,1,0,7,3,3,7,1
1795,00000377-03,3,2,0,3,6,2,2,7,7,5,7,7,1,1
1796,00000380-03,0,4,0,0,6,2,0,1,0,7,3,3,7,1
1797,00000380-04,0,4,0,0,2,1,0,1,0,7,3,3,7,1
1798,00000380-05,0,4,0,0,2,1,0,1,0,7,3,3,7,1
1799,00000387-01,0,3,0,3,4,1,1,1,0,7,4,3,7,1
1800,00000387-02,0,4,0,3,4,2,2,1,0,7,4,3,7,1
1801,00000387-03,0,4,0,3,4,1,1,1,0,7,4,3,7,1
1802,00000392-03,0,4,0,0,5,1,0,1,0,7,1,3,7,1
1803,00000395-01,2,4,1,3,4,1,1,1,1,7,2,3,7,1
1804,00000397-02,0,4,0,3,2,1,1,5,1,7,1,3,7,1
1805,00000397-03,0,4,0,3,2,1,1,1,1,7,1,3,7,1
1806,00000400-02,0,4,0,3,2,1,1,5,2,7,3,3,7,1
1807,00000402-02,3,4,0,0,2,1,1,5,0,7,1,3,7,1
1808,00000405-01,3,4,0,3,4,1,1,1,1,7,2,3,7,1
1809,00000410-03,0,0,0,0,5,1,0,1,0,7,3,3,7,1
1810,00000410-05,0,4,1,0,5,1,0,1,0,7,3,3,7,1
1811,00000414-02,0,4,0,3,5,1,1,5,1,7,3,4,7,1
1812,00000429-02,3,0,0,3,2,1,1,5,1,7,1,3,7,1
1813,00000433-05,0,4,0,3,5,1,1,5,0,7,3,3,7,1
1814,00000433-06,0,4,0,3,5,1,1,5,1,7,3,3,7,1
1815,00000438-02,2,0,0,0,2,1,0,1,1,7,5,3,7,1
1816,00000442-01,0,0,0,0,4,1,0,0,0,7,3,3,7,1
1817,00000442-02,0,0,0,0,4,1,1,0,0,7,3,3,7,1
1818,00000443-04,0,4,0,3,5,1,1,5,0,7,0,3,7,1
1819,00000445-01,2,4,0,3,2,1,1,5,0,7,1,3,7,1
1820,00000448-02,3,4,1,3,2,1,1,1,1,7,3,3,7,1
1821,00000451-01,2,4,0,3,2,0,1,1,0,1,3,3,1,1
1822,00000453-02,0,4,0,3,6,2,1,5,1,7,3,3,7,1
1823,00000462-02,1,0,0,0,4,1,0,1,0,7,1,3,7,1
1824,00000468-02,0,4,0,3,6,2,1,1,0,7,1,3,7,1
1825,00000479-02,0,0,0,3,5,1,1,1,0,7,0,3,7,1
1826,00000486-01,3,4,0,3,2,1,1,5,1,7,3,3,7,1
1827,00000487-03,0,4,0,3,5,1,1,5,0,7,1,3,7,1
1828,00000491-01,1,4,0,3,2,1,1,5,0,7,1,3,7,1
1829,00000496-02,3,0,0,3,0,1,1,5,1,7,3,3,7,1
1830,00000496-03,3,0,0,0,0,1,1,5,1,7,3,3,7,1
1831,00000497-02,1,0,0,3,6,2,1,5,0,7,3,3,7,1
1832,00000501-02,3,4,0,3,1,1,1,5,0,7,1,3,7,1
1833,00000506-01,3,4,0,3,4,1,1,1,0,7,4,3,7,1
1834,00000506-02,3,4,0,3,4,1,1,1,0,7,4,3,7,1
1835,00000506-03,3,4,0,3,4,1,1,1,0,7,4,3,7,1
1836,00000507-01,3,4,0,3,4,1,1,0,0,7,3,3,7,1
1837,00000510-02,0,0,0,3,4,1,1,5,0,7,3,3,7,1
1838,00000513-01,0,4,0,0,2,1,0,1,0,7,1,3,7,1
1839,00000514-02,0,0,0,3,5,1,1,1,0,7,1,3,7,1
1840,00000528-01,2,4,0,3,2,1,1,1,0,7,1,3,7,1
1841,00000530-02,0,0,0,3,2,1,1,5,0,7,1,3,7,1
1842,00000539-02,3,2,0,3,6,0,0,1,0,5,3,3,1,1
1843,00000542-03,0,0,0,3,5,1,1,1,0,7,1,3,7,1
1844,00000551-02,1,4,0,3,2,1,1,5,2,7,1,3,7,1
1845,00000555-04,3,4,0,0,0,1,1,5,2,7,3,3,7,1
1846,00000556-03,0,4,0,0,2,1,1,5,0,7,1,3,7,1
1847,00000567-01,2,0,0,0,2,0,0,1,1,1,3,3,1,1
1848,00000567-02,2,0,0,3,6,2,1,1,1,1,3,3,1,1
1849,00000581-02,0,0,0,3,5,1,1,1,1,7,1,3,7,1
1850,00000588-03,0,4,0,3,2,1,1,1,0,7,4,3,7,1
1851,00000588-04,0,4,0,3,2,1,1,1,0,7,4,3,7,1
1852,00000592-01,0,4,0,3,6,2,2,5,1,7,3,3,7,1
1853,00000592-02,0,4,0,3,2,1,1,5,2,7,3,3,7,1
1854,00000592-03,0,4,0,3,6,2,2,5,2,7,3,3,7,1
1855,00000605-02,3,4,0,3,2,1,1,5,2,7,3,3,7,1
1856,00000623-03,1,0,0,3,4,2,2,5,1,7,1,3,7,1
1857,00000626-02,3,4,0,0,6,1,0,1,0,7,3,3,7,1
1858,00000630-02,0,4,0,3,2,2,1,5,1,7,3,3,7,1
